amount_received,amount_paid,amount_ratio,log_amount_paid,log_amount_received,amount_difference,hour_of_day,day_of_week,from_bank,to_bank,payment_format,payment_currency,receiving_currency,is_high_risk_format,is_cross_currency,is_bitcoin,is_laundering
15.75,15.75,0.9999999999365079,2.8183982582710754,2.8183982582710754,0.0,0,0,7098,7098,5,12,12,0,0,0,0
12.59,12.59,0.9999999999205719,2.6093342281630525,2.6093342281630525,0.0,0,0,25642,25642,5,12,12,0,0,0,0
27.05,27.05,0.9999999999630315,3.3339886319687055,3.3339886319687055,0.0,0,0,1313,27512,4,12,12,0,0,0,0
7.1,7.1,0.9999999998591549,2.0918640616783932,2.0918640616783932,0.0,0,0,15325,178252,4,12,12,0,0,0,0
4863030.63,4863030.63,0.9999999999999998,15.397172593580276,15.397172593580276,0.0,0,0,718,718,5,12,12,0,0,0,0
1222.79,1222.79,0.9999999999991822,7.1097078797252395,7.1097078797252395,0.0,0,0,23435,23435,5,12,12,0,0,0,0
366.23,366.23,0.9999999999972695,5.9059883547555305,5.9059883547555305,0.0,0,0,26999,26999,5,12,12,0,0,0,0
2346712.0,2346712.0,0.9999999999999996,14.66852618358938,14.66852618358938,0.0,0,0,7098,25222,0,12,12,0,0,0,0
2986.68,2986.68,0.9999999999996652,8.00225244547077,8.00225244547077,0.0,0,0,26999,6109,0,12,12,0,0,0,0
1870673.0,1870673.0,0.9999999999999996,14.441809351699757,14.441809351699757,0.0,0,0,7818,4687,0,12,12,0,0,0,0
6.05,6.05,0.9999999998347108,1.9530276168241774,1.9530276168241774,0.0,0,0,23435,23435,5,12,12,0,0,0,0
27.27,27.27,0.9999999999633297,3.341801171705499,3.341801171705499,0.0,0,0,4292,121623,4,12,12,0,0,0,0
50.63,50.63,0.9999999999802489,3.9441028988915576,3.9441028988915576,0.0,0,0,25222,146853,4,12,12,0,0,0,0
7.8,7.8,0.9999999998717949,2.174751721484161,2.174751721484161,0.0,0,0,6109,16327,4,12,12,0,0,0,0
158.16,158.16,0.9999999999936774,5.069909985558728,5.069909985558728,0.0,0,0,4687,146853,4,12,12,0,0,0,0
47.86,47.86,0.9999999999791058,3.8889590658295945,3.8889590658295945,0.0,0,0,7061,121623,4,12,12,0,0,0,0
4055694.26,4055694.26,0.9999999999999998,15.215632688294425,15.215632688294425,0.0,0,0,4548,4548,5,12,12,0,0,0,0
4665.59,4665.59,0.9999999999997856,8.448183891222907,8.448183891222907,0.0,0,0,27907,2776,3,12,12,0,0,0,0
6644640.0,6644640.0,0.9999999999999999,15.709321223086903,15.709321223086903,0.0,0,0,18112,1315,3,12,12,0,0,0,0
487.64,487.64,0.9999999999979493,6.191626022030268,6.191626022030268,0.0,0,0,38268,38268,5,12,12,0,0,0,0
1900.61,1900.61,0.9999999999994739,7.550456174761648,7.550456174761648,0.0,0,0,35215,27907,0,12,12,0,0,0,0
6407.99,6407.99,0.9999999999998439,8.765456971197189,8.765456971197189,0.0,0,0,38271,38271,5,12,12,0,0,0,0
3946.72,3946.72,0.9999999999997466,8.280893476052473,8.280893476052473,0.0,0,0,25222,23435,0,12,12,0,0,0,0
496.08,496.08,0.9999999999979842,6.208750978937794,6.208750978937794,0.0,0,0,38517,38517,5,12,12,0,0,0,0
20858.84,20858.84,0.999999999999952,9.94558105834318,9.94558105834318,0.0,0,0,7998,7998,5,12,12,0,0,0,0
1123645.0,1123645.0,0.9999999999999992,13.932089313210454,13.932089313210454,0.0,0,0,4548,7770,3,12,12,0,0,0,0
45.16,45.16,0.9999999999778566,3.832113622199844,3.832113622199844,0.0,0,0,2776,116837,4,12,12,0,0,0,0
164.39,164.39,0.999999999993917,5.108306321269702,5.108306321269702,0.0,0,0,1315,13688,4,12,12,0,0,0,0
143.01,143.01,0.9999999999930076,4.969882741609291,4.969882741609291,0.0,0,0,4011,116837,4,12,12,0,0,0,0
181.09,181.09,0.999999999994478,5.204501070343752,5.204501070343752,0.0,0,0,1208,116837,4,12,12,0,0,0,0
8.63,8.63,0.9999999998841251,2.2648832258100344,2.2648832258100344,0.0,0,0,25222,25222,5,12,12,0,0,0,0
14.58,14.58,0.9999999999314129,2.7459880404426023,2.7459880404426023,0.0,0,0,18024,18024,5,12,12,0,0,0,0
67.05,67.05,0.9999999999850857,4.220242729097475,4.220242729097475,0.0,0,0,23435,48741,4,12,12,0,0,0,0
176.54,176.54,0.9999999999943356,5.179195935640173,5.179195935640173,0.0,0,0,4744,93615,4,12,12,0,0,0,0
19.5,19.5,0.9999999999487179,3.0204248861443626,3.0204248861443626,0.0,0,0,16315,16315,5,12,12,0,0,0,0
134.71,134.71,0.9999999999925767,4.910520256093279,4.910520256093279,0.0,0,0,7770,13688,4,12,12,0,0,0,0
14237505.01,14237505.01,0.9999999999999999,16.471390308862155,16.471390308862155,0.0,0,0,28313,28313,5,12,12,0,0,0,0
998.81,998.81,0.9999999999989988,6.90756526092985,6.90756526092985,0.0,0,0,38538,38538,5,12,12,0,0,0,0
2542.51,2542.51,0.9999999999996066,7.84130029584542,7.84130029584542,0.0,0,0,31287,31287,5,12,12,0,0,0,0
166174.73,166174.73,0.999999999999994,12.020801121859364,12.020801121859364,0.0,0,0,5610,5610,5,12,12,0,0,0,0
109237.84,109237.84,0.9999999999999908,11.601291956710316,11.601291956710316,0.0,0,0,5610,4011,3,12,12,0,0,0,0
32574.0,32574.0,0.9999999999999692,10.391300401993046,10.391300401993046,0.0,0,0,0,28313,0,12,12,0,0,0,0
879.0,879.0,0.9999999999988624,6.779921907472252,6.779921907472252,0.0,0,0,20,5610,3,12,12,0,0,0,0
22.63,22.63,0.9999999999558109,3.1625170911988163,3.1625170911988163,0.0,0,0,5610,5610,5,12,12,0,0,0,0
23.26,23.26,0.9999999999570077,3.1888289035159043,3.1888289035159043,0.0,0,0,16809,24703,4,12,12,0,0,0,0
156.76,156.76,0.9999999999936209,5.061074890854325,5.061074890854325,0.0,0,0,1315,7317,4,12,12,0,0,0,0
97.27,113.98,0.8533953325069888,4.744758200195145,4.587718792374336,16.710000000000008,0,0,4011,4011,0,12,4,0,1,0,0
97.27,97.27,0.9999999999897193,4.587718792374336,4.587718792374336,0.0,0,0,4011,279443,4,4,4,0,0,0,0
69.92,69.92,0.9999999999856979,4.2615524812060075,4.2615524812060075,0.0,0,0,15240,257203,4,12,12,0,0,0,0
3.92,3.92,0.999999999744898,1.5933085305042167,1.5933085305042167,0.0,0,0,24842,24703,4,12,12,0,0,0,0
3688068.22,3688068.22,0.9999999999999998,15.120613632462964,15.120613632462964,0.0,0,0,4744,4744,5,12,12,0,0,0,0
503.77,503.77,0.999999999998015,6.224102879983981,6.224102879983981,0.0,0,0,1601,1601,5,12,12,0,0,0,0
3855.49,3855.49,0.9999999999997407,8.257512722345929,8.257512722345929,0.0,0,0,17569,17569,5,12,12,0,0,0,0
14481.32,14481.32,0.9999999999999309,9.58068387410017,9.58068387410017,0.0,0,0,23435,23435,5,12,12,0,0,0,0
642197.48,642197.48,0.9999999999999983,13.372652693770844,13.372652693770844,0.0,0,0,17569,25580,0,12,12,0,0,0,0
268.0,268.0,0.9999999999962687,5.594711379601839,5.594711379601839,0.0,0,0,15123,1313,3,12,12,0,0,0,0
3503.94,3503.94,0.9999999999997146,8.161928680919887,8.161928680919887,0.0,0,0,39002,39002,5,12,12,0,0,0,0
4905.0,4905.0,0.999999999999796,8.498214224818435,8.498214224818435,0.0,0,0,13729,4548,0,12,12,0,0,0,0
12.77,12.77,0.9999999999216914,2.6224923127405635,2.6224923127405635,0.0,0,0,2597,2597,5,12,12,0,0,0,0
18.82,18.82,0.9999999999468651,2.986691528901842,2.986691528901842,0.0,0,0,27934,215275,4,12,12,0,0,0,0
14.26,18.42,0.7741585233021628,2.966303462863179,2.725235025856311,4.160000000000002,0,0,5991,5991,0,12,11,0,1,0,0
14.26,14.26,0.9999999999298738,2.725235025856311,2.725235025856311,0.0,0,0,5991,196551,4,11,11,0,0,0,0
30.11,30.11,0.9999999999667885,3.4375293109095457,3.4375293109095457,0.0,0,0,25580,153341,4,12,12,0,0,0,0
9.85,9.85,0.9999999998984771,2.3841650799864684,2.3841650799864684,0.0,0,0,1313,139257,4,12,12,0,0,0,0
15957240.75,15957240.75,0.9999999999999999,16.585423312368672,16.585423312368672,0.0,0,0,7141,7141,5,12,12,0,0,0,0
11.0,11.0,0.9999999999090909,2.4849066497880004,2.4849066497880004,0.0,0,0,7141,25644,3,12,12,0,0,0,0
81172.37,81172.37,0.9999999999999877,11.304342516695526,11.304342516695526,0.0,0,0,18822,18822,5,12,12,0,0,0,0
40836.68,40836.68,0.9999999999999756,10.61736046361311,10.61736046361311,0.0,0,0,1601,1601,5,12,12,0,0,0,0
2158.0,2158.0,0.9999999999995366,7.677400430514807,7.677400430514807,0.0,0,0,1601,15594,3,12,12,0,0,0,0
3043.0,3043.0,0.9999999999996714,8.020927718981577,8.020927718981577,0.0,0,0,27453,15123,3,12,12,0,0,0,0
42.15,42.15,0.9999999999762753,3.764682417529437,3.764682417529437,0.0,0,0,39053,39053,5,12,12,0,0,0,0
2314.0,2314.0,0.9999999999995679,7.747164966520335,7.747164966520335,0.0,0,0,7141,15327,0,12,12,0,0,0,0
2895.28,2895.28,0.9999999999996546,7.9711824339147785,7.9711824339147785,0.0,0,0,28219,28219,5,12,12,0,0,0,0
50000.0,50000.0,0.99999999999998,10.819798284210286,10.819798284210286,0.0,0,0,0,27453,0,12,12,0,0,0,0
38.74,38.74,0.999999999974187,3.6823582371236707,3.6823582371236707,0.0,0,0,25644,57778,4,12,12,0,0,0,0
5.58,5.58,0.9999999998207885,1.884034745337226,1.884034745337226,0.0,0,0,7998,298720,4,12,12,0,0,0,0
8.52,8.52,0.9999999998826291,2.253394848803274,2.253394848803274,0.0,0,0,7720,7720,5,12,12,0,0,0,0
210.62,210.62,0.9999999999952521,5.354792213476015,5.354792213476015,0.0,0,0,28474,25444,4,12,12,0,0,0,0
67.77,67.77,0.9999999999852441,4.230767603331745,4.230767603331745,0.0,0,0,23435,114025,4,12,12,0,0,0,0
3.54,3.54,0.9999999997175141,1.5129270120532565,1.5129270120532565,0.0,0,0,15594,57778,4,12,12,0,0,0,0
1.95,1.95,0.9999999994871794,1.0818051703517284,1.0818051703517284,0.0,0,0,26967,298720,4,12,12,0,0,0,0
8.35,8.35,0.9999999998802395,2.2353763433005955,2.2353763433005955,0.0,0,0,15123,252970,4,12,12,0,0,0,0
6.9,6.9,0.9999999998550725,2.066862759472976,2.066862759472976,0.0,0,0,4011,5610,4,12,12,0,0,0,0
82.07,82.07,0.9999999999878152,4.41968362585098,4.41968362585098,0.0,0,0,26134,115036,4,12,12,0,0,0,0
253.99,253.99,0.9999999999960629,5.541224328703197,5.541224328703197,0.0,0,0,15327,4563,4,12,12,0,0,0,0
11.11,11.11,0.999999999909991,2.494031557565001,2.494031557565001,0.0,0,0,13729,57778,4,12,12,0,0,0,0
67.75,67.75,0.9999999999852398,4.230476736546681,4.230476736546681,0.0,0,0,7810,57778,4,12,12,0,0,0,0
21017223.83,21017223.83,1.0,16.860852889482903,16.860852889482903,0.0,0,0,5991,5991,5,12,12,0,0,0,0
982.09,982.09,0.9999999999989818,6.890700672415947,6.890700672415947,0.0,0,0,25932,25932,5,12,12,0,0,0,0
9365.44,9365.44,0.9999999999998932,9.144888367072664,9.144888367072664,0.0,0,0,16327,16327,5,12,12,0,0,0,0
252.11,252.11,0.9999999999960335,5.533824176845645,5.533824176845645,0.0,0,0,8285,8285,5,12,12,0,0,0,0
4072.1,4072.1,0.9999999999997544,8.312159659274345,8.312159659274345,0.0,0,0,1831,9340,0,12,12,0,0,0,0
160450.0,160450.0,0.9999999999999938,11.985743878989757,11.985743878989757,0.0,0,0,1831,8882,3,12,12,0,0,0,0
5373.53,5373.53,0.9999999999998138,8.589426407312136,8.589426407312136,0.0,0,0,25932,29630,3,12,12,0,0,0,0
509.0,509.0,0.9999999999980353,6.234410725718371,6.234410725718371,0.0,0,0,25932,6697,0,12,12,0,0,0,0
7832.76,7832.76,0.9999999999998723,8.966197878065914,8.966197878065914,0.0,0,0,310575,310575,5,12,12,0,0,0,0
34.7,34.7,0.9999999999711816,3.5751506887855933,3.5751506887855933,0.0,0,0,15019,119393,4,12,12,0,0,0,0
27.9,27.9,0.9999999999641577,3.3638415951183864,3.3638415951183864,0.0,0,0,27934,212353,4,12,12,0,0,0,0
1.63,1.63,0.999999999386503,0.9669838461896731,0.9669838461896731,0.0,0,0,1046,112010,4,12,12,0,0,0,0
11.63,11.63,0.9999999999140154,2.5360749363624,2.5360749363624,0.0,0,0,9340,212353,4,12,12,0,0,0,0
39.41,39.41,0.9999999999746259,3.6990772790903823,3.6990772790903823,0.0,0,0,8882,249814,4,12,12,0,0,0,0
460.38,460.38,0.999999999997828,6.134221998462939,6.134221998462939,0.0,0,0,29630,25642,4,12,12,0,0,0,0
43.34,43.34,0.9999999999769267,3.7918872041881655,3.7918872041881655,0.0,0,0,28868,119393,4,12,12,0,0,0,0
43.15,43.15,0.9999999999768251,3.787592927049969,3.787592927049969,0.0,0,0,11,119393,4,12,12,0,0,0,0
15.07,15.07,0.999999999933643,2.776954179749421,2.776954179749421,0.0,0,0,5610,5610,5,12,12,0,0,0,0
109.04,109.04,0.999999999990829,4.700843936056374,4.700843936056374,0.0,0,0,6697,2162604,4,12,12,0,0,0,0
2.97,2.97,0.9999999996632997,1.3787660946990992,1.3787660946990992,0.0,0,0,7720,113957,4,12,12,0,0,0,0
8412.9,8412.9,0.9999999999998811,9.037640379126191,9.037640379126191,0.0,0,0,310018,310018,5,12,12,0,0,0,0
11990.09,11990.09,0.9999999999999165,9.391919152980488,9.391919152980488,0.0,0,0,2776,2776,5,12,12,0,0,0,0
106026.0,106026.0,0.9999999999999906,11.571449057640473,11.571449057640473,0.0,0,0,25828,21418,0,12,12,0,0,0,0
658.0,658.0,0.9999999999984802,6.490723534502507,6.490723534502507,0.0,0,0,18170,741,3,12,12,0,0,0,0
12648.0,12648.0,0.999999999999921,9.445333439647541,9.445333439647541,0.0,0,0,7818,4563,3,12,12,0,0,0,0
2313926.0,2313926.0,0.9999999999999996,14.654456639133558,14.654456639133558,0.0,0,0,4011,7720,3,12,12,0,0,0,0
13198.27,13198.27,0.9999999999999242,9.48791680401489,9.48791680401489,0.0,0,0,25644,25644,5,12,12,0,0,0,0
13.71,13.71,0.9999999999270606,2.688527534613346,2.688527534613346,0.0,0,0,25828,25828,5,12,12,0,0,0,0
5245.86,5245.86,0.9999999999998093,8.565385081417269,8.565385081417269,0.0,0,0,24689,24689,5,12,12,0,0,0,0
6186.28,6186.28,0.9999999999998382,8.730250850689277,8.730250850689277,0.0,0,0,9028,9028,5,12,12,0,0,0,0
1489.0,1489.0,0.9999999999993284,7.306531398939505,7.306531398939505,0.0,0,0,211052,29655,3,12,12,0,0,0,0
85155.0,85155.0,0.9999999999999882,11.352240147495628,11.352240147495628,0.0,0,0,25828,11081,3,12,12,0,0,0,0
42.42,42.42,0.9999999999764263,3.7709201644501458,3.7709201644501458,0.0,0,0,11304,146812,4,12,12,0,0,0,0
75.12,75.12,0.9999999999866879,4.332311042427949,4.332311042427949,0.0,0,0,718,26989,4,12,12,0,0,0,0
566.85,566.85,0.9999999999982359,6.341857299337655,6.341857299337655,0.0,0,0,21418,228064,4,12,12,0,0,0,0
27.07,27.07,0.9999999999630588,3.334701390373791,3.334701390373791,0.0,0,0,9888,2103339,4,12,12,0,0,0,0
11.23,11.23,0.9999999999109528,2.503891949699081,2.503891949699081,0.0,0,0,741,867,4,12,12,0,0,0,0
15.51,15.51,0.9999999999355255,2.8039662579320366,2.8039662579320366,0.0,0,0,10094,2105844,4,12,12,0,0,0,0
27.69,27.69,0.9999999999638859,3.3565486299932736,3.3565486299932736,0.0,0,0,4563,146812,4,12,12,0,0,0,0
20.08,20.08,0.9999999999501992,3.0483247236731614,3.0483247236731614,0.0,0,0,7770,26989,4,12,12,0,0,0,0
39.32,39.32,0.9999999999745678,3.696847623763113,3.696847623763113,0.0,0,0,110749,118676,4,12,12,0,0,0,0
2.29,2.29,0.9999999995633188,1.1908875647772805,1.1908875647772805,0.0,0,0,7720,23602,4,12,12,0,0,0,0
16.55,16.55,0.999999999939577,2.865053949911875,2.865053949911875,0.0,0,0,4011,4011,5,12,12,0,0,0,0
35.69,35.69,0.9999999999719811,3.6025042383671906,3.6025042383671906,0.0,0,0,29196,215071,4,12,12,0,0,0,0
9.5,9.5,0.9999999998947369,2.3513752571634776,2.3513752571634776,0.0,0,0,8381,26989,4,12,12,0,0,0,0
16.86,16.86,0.999999999940688,2.882563575448353,2.882563575448353,0.0,0,0,7141,146812,4,12,12,0,0,0,0
119.93,119.93,0.9999999999916618,4.795211865797184,4.795211865797184,0.0,0,0,29655,146812,4,12,12,0,0,0,0
98.1,98.1,0.9999999999898063,4.596129441335942,4.596129441335942,0.0,0,0,11081,25828,4,12,12,0,0,0,0
15.45,15.45,0.9999999999352751,2.800325477211381,2.800325477211381,0.0,0,0,7141,7141,5,12,12,0,0,0,0
253.61,253.61,0.9999999999960569,5.539732962649695,5.539732962649695,0.0,0,0,29463,29463,5,12,12,0,0,0,0
323.2,323.2,0.9999999999969059,5.781360609301576,5.781360609301576,0.0,0,0,15978,15978,5,12,12,0,0,0,0
6202.79,6202.79,0.9999999999998387,8.73291567459394,8.73291567459394,0.0,0,0,10601,10601,5,12,12,0,0,0,0
9370.27,9370.27,0.9999999999998932,9.145403905002002,9.145403905002002,0.0,0,0,14031,14031,5,12,12,0,0,0,0
2956.14,2956.14,0.9999999999996617,7.991977864014105,7.991977864014105,0.0,0,0,6845,12582,3,12,12,0,0,0,0
3314.59,3314.59,0.9999999999996984,8.106390865667462,8.106390865667462,0.0,0,0,6845,6845,5,12,12,0,0,0,0
1588.95,1588.95,0.9999999999993706,7.371457848178944,7.371457848178944,0.0,0,0,8285,8285,5,12,12,0,0,0,0
202.23,202.23,0.9999999999950552,5.314338342602215,5.314338342602215,0.0,0,0,29817,29817,5,12,12,0,0,0,0
723.0,723.0,0.9999999999986169,6.584791392385716,6.584791392385716,0.0,0,0,16809,8483,0,12,12,0,0,0,0
11306.53,11306.53,0.9999999999999115,9.333224154454824,9.333224154454824,0.0,0,0,311708,311708,5,12,12,0,0,0,0
10026.0,10026.0,0.9999999999999002,9.213036733523925,9.213036733523925,0.0,0,0,20,14031,0,12,12,0,0,0,0
13.82,13.82,0.9999999999276411,2.695977619867941,2.695977619867941,0.0,0,0,29463,29463,5,12,12,0,0,0,0
6.47,6.47,0.9999999998454405,2.010894999144726,2.010894999144726,0.0,0,0,28291,172412,4,12,12,0,0,0,0
11.67,11.67,0.9999999999143102,2.5392369943330477,2.5392369943330477,0.0,0,0,28291,198133,4,12,12,0,0,0,0
746.98,746.98,0.9999999999986613,6.617376239649097,6.617376239649097,0.0,0,0,12582,4214,4,12,12,0,0,0,0
12.11,12.11,0.9999999999174236,2.5733752977756086,2.5733752977756086,0.0,0,0,7141,227981,4,12,12,0,0,0,0
19.53,19.53,0.9999999999487967,3.0218872310308424,3.0218872310308424,0.0,0,0,0,0,5,12,12,0,0,0,0
10.39,10.39,0.9999999999037537,2.432735777459091,2.432735777459091,0.0,0,0,29817,29817,5,12,12,0,0,0,0
38.01,38.01,0.9999999999736913,3.663818023518565,3.663818023518565,0.0,0,0,8483,222107,4,12,12,0,0,0,0
18.38,18.38,0.9999999999455931,2.96424160646262,2.96424160646262,0.0,0,0,110749,110749,5,12,12,0,0,0,0
250.57,250.57,0.9999999999960092,5.5277212808330605,5.5277212808330605,0.0,0,0,3761,167996,4,12,12,0,0,0,0
5594.71,5594.71,0.9999999999998211,8.629755511712006,8.629755511712006,0.0,0,0,35995,35995,5,12,12,0,0,0,0
27052.16,27052.16,0.999999999999963,10.205559098154025,10.205559098154025,0.0,0,0,311881,311881,5,12,12,0,0,0,0
11362.72,11362.72,0.999999999999912,9.338181103458982,9.338181103458982,0.0,0,0,311882,24842,0,12,12,0,0,0,0
2679.12,2679.12,0.9999999999996267,7.8936168486218845,7.8936168486218845,0.0,0,0,36003,36003,5,12,12,0,0,0,0
1631.52,1631.52,0.999999999999387,7.397880112224087,7.397880112224087,0.0,0,0,24842,24842,5,12,12,0,0,0,0
67.47,67.47,0.9999999999851785,4.226395693132972,4.226395693132972,0.0,0,0,312111,312111,5,12,12,0,0,0,0
380824.0,380824.0,0.9999999999999974,12.850095231004902,12.850095231004902,0.0,0,0,7720,15325,0,12,12,0,0,0,0
4547.35,4547.35,0.99999999999978,8.42251980881353,8.42251980881353,0.0,0,0,312233,29655,3,12,12,0,0,0,0
1070.0,1070.0,0.9999999999990654,6.976348070447749,6.976348070447749,0.0,0,0,17364,19737,0,12,12,0,0,0,0
1555.45,1555.45,0.9999999999993571,7.350162866012019,7.350162866012019,0.0,0,0,29655,29655,5,12,12,0,0,0,0
708.82,708.82,0.9999999999985892,6.565011416766687,6.565011416766687,0.0,0,0,16811,16811,5,12,12,0,0,0,0
308.0,308.0,0.9999999999967533,5.733341276897746,5.733341276897746,0.0,0,0,29574,741,3,12,12,0,0,0,0
8387.17,8387.17,0.9999999999998808,9.0345776588646,9.0345776588646,0.0,0,0,8456,8456,5,12,12,0,0,0,0
2690.01,2690.01,0.9999999999996283,7.897671866810674,7.897671866810674,0.0,0,0,8996,8996,5,12,12,0,0,0,0
10251.0,10251.0,0.9999999999999024,9.235228087483963,9.235228087483963,0.0,0,0,29574,28348,0,12,12,0,0,0,0
10066.17,10066.17,0.9999999999999006,9.217034913444893,9.217034913444893,0.0,0,0,8917,8917,5,12,12,0,0,0,0
22.22,22.22,0.9999999999549954,3.1450139762697455,3.1450139762697455,0.0,0,0,24457,15379,4,12,12,0,0,0,0
72.74,72.74,0.9999999999862523,4.300545392805998,4.300545392805998,0.0,0,0,4563,29817,4,12,12,0,0,0,0
20.25,20.25,0.9999999999506173,3.056356895370426,3.056356895370426,0.0,0,0,1315,1315,5,12,12,0,0,0,0
61.57,61.57,0.9999999999837583,4.136285930010272,4.136285930010272,0.0,0,0,111667,2597,4,12,12,0,0,0,0
493.2,493.2,0.9999999999979724,6.2029402935545095,6.2029402935545095,0.0,0,0,19596,270495,4,12,12,0,0,0,0
10.48,10.48,0.9999999999045801,2.4406063908914204,2.4406063908914204,0.0,0,0,11,11,5,12,12,0,0,0,0
20.83,20.83,0.9999999999519923,3.0832851705618523,3.0832851705618523,0.0,0,0,11,2597,4,12,12,0,0,0,0
9.81,9.81,0.9999999998980632,2.3804716316511167,2.3804716316511167,0.0,0,0,15325,107298,4,12,12,0,0,0,0
3.55,3.55,0.9999999997183099,1.5151272329628591,1.5151272329628591,0.0,0,0,19737,270495,4,12,12,0,0,0,0
9.06,9.06,0.9999999998896247,2.3085671646715933,2.3085671646715933,0.0,0,0,741,270495,4,12,12,0,0,0,0
23.21,23.21,0.9999999999569151,3.1867657709499673,3.1867657709499673,0.0,0,0,8456,8456,5,12,12,0,0,0,0
22.46,22.46,0.9999999999554764,3.1552968432253294,3.1552968432253294,0.0,0,0,8996,8996,5,12,12,0,0,0,0
21.36,21.36,0.9999999999531836,3.1072736482868986,3.1072736482868986,0.0,0,0,28348,29817,4,12,12,0,0,0,0
16295937.26,16295937.26,0.9999999999999999,16.606426448221807,16.606426448221807,0.0,0,0,1208,1208,5,12,12,0,0,0,0
3893.18,3893.18,0.9999999999997431,8.267238409825284,8.267238409825284,0.0,0,0,0,0,5,12,12,0,0,0,0
2013.18,2013.18,0.9999999999995033,7.6079674436642,7.6079674436642,0.0,0,0,17976,17976,5,12,12,0,0,0,0
2647.24,2647.24,0.9999999999996223,7.881650547390934,7.881650547390934,0.0,0,0,312393,0,0,12,12,0,0,0,0
1266.54,1266.54,0.9999999999992104,7.144833293152794,7.144833293152794,0.0,0,0,312394,312394,5,12,12,0,0,0,0
788.41,788.41,0.9999999999987317,6.671285830997509,6.671285830997509,0.0,0,0,11796,11796,5,12,12,0,0,0,0
418998.41,418998.41,0.9999999999999977,12.945624790788726,12.945624790788726,0.0,0,0,1922,1922,5,12,12,0,0,0,0
428436.68,428436.68,0.9999999999999977,12.967900568869974,12.967900568869974,0.0,0,0,111667,9340,3,12,12,0,0,0,0
48314.29,48314.29,0.9999999999999793,10.785503352692121,10.785503352692121,0.0,0,0,312834,312834,5,12,12,0,0,0,0
2114.15,2114.15,0.999999999999527,7.6568810109513485,7.6568810109513485,0.0,0,0,36923,36923,5,12,12,0,0,0,0
57198.51,57198.51,0.9999999999999826,10.954300610897631,10.954300610897631,0.0,0,0,13146,13146,5,12,12,0,0,0,0
2294.05,2294.05,0.9999999999995641,7.738509908749698,7.738509908749698,0.0,0,0,29630,29630,5,12,12,0,0,0,0
1060843.34,1060843.34,0.9999999999999991,13.87457569618273,13.87457569618273,0.0,0,0,8381,10542,0,12,12,0,0,0,0
47.6,47.6,0.9999999999789917,3.883623530906448,3.883623530906448,0.0,0,0,18112,29655,4,12,12,0,0,0,0
290.1,290.1,0.999999999996553,5.6736668507515775,5.6736668507515775,0.0,0,0,0,124877,4,12,12,0,0,0,0
89.5,89.5,0.9999999999888268,4.505349850705881,4.505349850705881,0.0,0,0,8456,29655,4,12,12,0,0,0,0
28.61,28.61,0.9999999999650472,3.3881121421135,3.3881121421135,0.0,0,0,9340,279562,4,12,12,0,0,0,0
17.77,17.77,0.9999999999437253,2.9322598505984176,2.9322598505984176,0.0,0,0,111667,111667,5,12,12,0,0,0,0
10.76,10.76,0.9999999999070632,2.464703942470481,2.464703942470481,0.0,0,0,110528,124877,4,12,12,0,0,0,0
175.45,175.45,0.9999999999943004,5.173037550121279,5.173037550121279,0.0,0,0,25642,15598,4,12,12,0,0,0,0
4.03,4.03,0.999999999751861,1.6154199841116479,1.6154199841116479,0.0,0,0,29630,29630,5,12,12,0,0,0,0
8.38,8.38,0.9999999998806682,2.238579763018133,2.238579763018133,0.0,0,0,5991,29655,4,12,12,0,0,0,0
7.57,7.57,0.9999999998678996,2.1482677326096886,2.1482677326096886,0.0,0,0,18170,29655,4,12,12,0,0,0,0
117.42,117.42,0.9999999999914835,4.77423762710363,4.77423762710363,0.0,0,0,10057,29655,4,12,12,0,0,0,0
22.97,22.97,0.9999999999564649,3.176803048446293,3.176803048446293,0.0,0,0,10542,11,4,12,12,0,0,0,0
8873.97,8873.97,0.9999999999998873,9.090990234056212,9.090990234056212,0.0,0,0,8381,8381,5,12,12,0,0,0,0
15525.0,15525.0,0.9999999999999356,9.650271316965625,9.650271316965625,0.0,0,0,5655,15594,3,12,12,0,0,0,0
71.06,71.06,0.9999999999859274,4.277499105319947,4.277499105319947,0.0,0,0,28474,28474,5,12,12,0,0,0,0
1149.28,1149.28,0.9999999999991299,7.047760669982144,7.047760669982144,0.0,0,0,110749,110749,5,12,12,0,0,0,0
657.06,657.06,0.9999999999984781,6.489296112578515,6.489296112578515,0.0,0,0,29977,29977,5,12,12,0,0,0,0
2660608.41,2660608.41,0.9999999999999997,14.794065756021899,14.794065756021899,0.0,0,0,210658,4011,3,12,12,0,0,0,0
738.66,738.66,0.9999999999986462,6.606190621154917,6.606190621154917,0.0,0,0,13843,13843,5,12,12,0,0,0,0
6384.09,6384.09,0.9999999999998432,8.761720863903712,8.761720863903712,0.0,0,0,212490,212490,5,12,12,0,0,0,0
9681.35,9681.35,0.9999999999998966,9.178059919402138,9.178059919402138,0.0,0,0,1488,1488,5,12,12,0,0,0,0
65.01,65.01,0.9999999999846177,4.189806245700679,4.189806245700679,0.0,0,0,110200,217678,4,12,12,0,0,0,0
12.66,12.66,0.9999999999210111,2.614471854142644,2.614471854142644,0.0,0,0,8381,8381,5,12,12,0,0,0,0
27.18,27.18,0.9999999999632082,3.3386125064705343,3.3386125064705343,0.0,0,0,15594,24689,4,12,12,0,0,0,0
